text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome_text.stopped,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,22,6,2,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3251874,None,,,,,,,,,,,,,,,,,2,6,22,7,,,,,201.2397637,,,,,,,,,,,,,201.2257218,201.2397637,201.4736467,201.4854741,201.4914449,201.4914449,201.692826,201.8266733,,,,,None,0,0.15,,,,,201.4914449,,,,,,,,,,,,,,,,,,,right,0,0.3251874,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,23,7,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3311425,None,,,,,,,,,,,,,,,,,2,7,23,6,,,,,201.8398677,,,,,,,,,,,,,201.8268895,201.8398677,202.0736906,202.0843369,202.091478,202.091478,202.2415635,202.4254991,,,,,0.3311425,None,0.15,,,,,202.091478,,,,,,,,,,,,,,,,,,,right,1,0.3311425,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,24,0,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3874568,None,,,,,,,,,,,,,,,,,3,0,24,4,,,,,202.4396966,,,,,,,,,,,,,202.4256571,202.4396966,202.6736455,202.6846328,202.6916872,202.6916872,202.8415158,203.0920873,,,,,0.3874568,None,0.15,,,,,202.6916872,,,,,,,,,,,,,,,,,,,right,1,0.3874568,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,25,1,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3833021,None,,,,,,,,,,,,,,,,,3,1,25,2,,,,,203.1063129,,,,,,,,,,,,,203.0922235,203.1063129,203.3401715,203.3516595,203.3580249,203.3580249,203.5081,203.7423553,,,,,0.3833021,None,0.15,,,,,203.3580249,,,,,,,,,,,,,,,,,,,left,1,0.3833021,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,26,2,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3641968,None,,,,,,,,,,,,,,,,,3,2,26,5,,,,,203.756214,,,,,,,,,,,,,203.742496,203.756214,203.9900424,204.0014845,204.0079916,204.0079916,204.1579994,204.3752436,,,,,0.3641968,None,0.15,,,,,204.0079916,,,,,,,,,,,,,,,,,,,right,1,0.3641968,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,27,3,3,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,3,3,27,7,,,,,204.3894173,,,,,,,,,,,,,204.3753859,204.3894173,204.6233097,204.6349804,204.6412574,204.6412574,204.7922524,206.0411696,,,,,None,1,0.2,,,,,204.6412574,205.8903966,205.8903966,206.055946,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,28,4,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3835472,None,,,,,,,,,,,,,,,,,3,4,28,1,,,,,206.055946,,,,,,,,,,,,,206.041477,206.055946,206.2897235,206.3015657,206.3077308,206.3077308,206.507675,206.7084224,,,,,0.3835472,None,0.2,,,,,206.3077308,,,,,,,,,,,,,,,,,,,left,1,0.3835472,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,29,5,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3545877,None,,,,,,,,,,,,,,,,,3,5,29,0,,,,,206.7224464,,,,,,,,,,,,,206.7085762,206.7224464,206.9562673,206.9674792,206.9740684,206.9740684,207.1740624,207.3417497,,,,,0.3545877,None,0.2,,,,,206.9740684,,,,,,,,,,,,,,,,,,,left,1,0.3545877,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,30,6,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3681272,None,,,,,,,,,,,,,,,,,3,6,30,6,,,,,207.3556337,,,,,,,,,,,,,207.3419109,207.3556337,207.5895352,207.6002472,207.6073811,207.6073811,207.8075069,207.9917438,,,,,0.3681272,None,0.2,,,,,207.6073811,,,,,,,,,,,,,,,,,,,right,1,0.3681272,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,31,7,3,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3278827,None,,,,,,,,,,,,,,,,,3,7,31,3,,,,,208.0057127,,,,,,,,,,,,,207.9918841,208.0057127,208.2394843,208.2503746,208.2573945,208.2573945,208.4585611,208.592798,,,,,None,0,0.15,,,,,208.2573945,,,,,,,,,,,,,,,,,,,left,0,0.3278827,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,32,0,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3487609,None,,,,,,,,,,,,,,,,,4,0,32,4,,,,,208.6055892,,,,,,,,,,,,,208.5930728,208.6055892,208.8394408,208.8501933,208.8573357,208.8573357,209.0072856,209.2081654,,,,,0.3487609,None,0.15,,,,,208.8573357,,,,,,,,,,,,,,,,,,,right,1,0.3487609,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,33,1,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3243536,None,,,,,,,,,,,,,,,,,4,1,33,1,,,,,209.2220953,,,,,,,,,,,,,209.2083753,209.2220953,209.4559185,209.4675753,209.4737444,209.4737444,209.6239855,209.8077961,,,,,0.3243536,None,0.15,,,,,209.4737444,,,,,,,,,,,,,,,,,,,left,1,0.3243536,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,34,2,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.2792497,None,,,,,,,,,,,,,,,,,4,2,34,6,,,,,209.8218747,,,,,,,,,,,,,209.8079373,209.8218747,210.0559135,210.0693285,210.0747744,210.0747744,210.2238182,210.3578566,,,,,0.2792497,None,0.15,,,,,210.0747744,,,,,,,,,,,,,,,,,,,right,1,0.2792497,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,35,3,4,,,,images/go_right.png,images/stop_right.png,None,1,left,0,0.0652419,None,,,,,,,,,,,,,,,,,4,3,35,7,,,,,210.3720261,,,,,,,,,,,,,210.3579905,210.3720261,210.6057563,210.6196449,210.6247988,210.6247988,,210.6909143,,,,,None,0,0.1,,,,,210.6247988,,,,,,,,,,,,,,,,,,,left,0,0.0652419,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,36,4,4,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,4,4,36,3,,,,,210.7053402,,,,,,,,,,,,,210.6911227,210.7053402,210.9391486,210.9511005,210.9570614,210.9570614,211.058268,212.3067862,,,,,None,1,0.15,,,,,210.9570614,212.2063118,212.2063118,212.3218341,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,37,5,4,,,,images/go_left.png,images/stop_left.png,left,0,right,0,0.2460346,None,,,,,,,,,,,,,,,,,4,5,37,2,,,,,212.3218341,,,,,,,,,,,,,212.3070101,212.3218341,212.5556498,212.5669659,212.5732874,212.5732874,212.7068774,212.8242994,,,,,None,None,0.15,,,,,212.5732874,,,,,,,,,,,,,,,,,,,right,0,0.2460346,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,38,6,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4551325,None,,,,,,,,,,,,,,,,,4,6,38,0,,,,,212.8384315,,,,,,,,,,,,,212.824467,212.8384315,213.0720648,213.083604,213.090208,213.090208,213.2401278,213.5574604,,,,,0.4551325,None,0.15,,,,,213.090208,,,,,,,,,,,,,,,,,,,left,1,0.4551325,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,39,7,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4179326,None,,,,,,,,,,,,,,,,,4,7,39,5,,,,,213.5713273,,,,,,,,,,,,,213.5575995,213.5713273,213.805408,213.8176576,213.8231587,213.8231587,213.9731969,214.257235,,,,,0.4179326,None,0.15,,,,,213.8231587,,,,,,,,,,,,,,,,,,,right,1,0.4179326,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,40,0,5,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,5,0,40,7,,,,,214.2713422,,,,,,,,,,,,,214.2573701,214.2713422,214.5053941,214.5181592,214.523507,214.523507,214.674456,215.9230867,,,,,None,1,0.2,,,,,214.523507,215.7722971,215.7722971,215.9380504,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,41,1,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3375722,None,,,,,,,,,,,,,,,,,5,1,41,1,,,,,215.9380504,,,,,,,,,,,,,215.9233382,215.9380504,216.1716102,216.1837649,216.1896789,216.1896789,216.3729842,216.5404397,,,,,0.3375722,None,0.2,,,,,216.1896789,,,,,,,,,,,,,,,,,,,left,1,0.3375722,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,42,2,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.370021,None,,,,,,,,,,,,,,,,,5,2,42,5,,,,,216.5544582,,,,,,,,,,,,,216.5406699,216.5544582,216.7884,216.8018963,216.8072033,216.8072033,217.0063687,217.1903141,,,,,0.370021,None,0.2,,,,,216.8072033,,,,,,,,,,,,,,,,,,,right,1,0.370021,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,43,3,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3827173,None,,,,,,,,,,,,,,,,,5,3,43,4,,,,,217.2043698,,,,,,,,,,,,,217.1904524,217.2043698,217.4383193,217.450331,217.4561791,217.4561791,217.6563757,217.8403409,,,,,0.3827173,None,0.2,,,,,217.4561791,,,,,,,,,,,,,,,,,,,right,1,0.3827173,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,44,4,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3341364,None,,,,,,,,,,,,,,,,,5,4,44,2,,,,,217.854543,,,,,,,,,,,,,217.8404828,217.854543,218.0884179,218.1004559,218.1061249,218.1061249,218.3063172,218.4569185,,,,,0.3341364,None,0.2,,,,,218.1061249,,,,,,,,,,,,,,,,,,,left,1,0.3341364,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,45,5,5,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3633978,None,,,,,,,,,,,,,,,,,5,5,45,3,,,,,218.4710207,,,,,,,,,,,,,218.4570893,218.4710207,218.7047376,218.716606,218.722597,218.722597,218.9236041,219.0912339,,,,,None,0,0.15,,,,,218.722597,,,,,,,,,,,,,,,,,,,left,0,0.3633978,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,46,6,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3956171,None,,,,,,,,,,,,,,,,,5,6,46,6,,,,,219.1041725,,,,,,,,,,,,,219.0914229,219.1041725,219.3380895,219.351114,219.3564532,219.3564532,219.5059944,219.756972,,,,,0.3956171,None,0.15,,,,,219.3564532,,,,,,,,,,,,,,,,,,,right,1,0.3956171,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,47,7,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3413128,None,,,,,,,,,,,,,,,,,5,7,47,0,,,,,219.7707319,,,,,,,,,,,,,219.7571327,219.7707319,220.0045788,220.0164302,220.0223551,220.0223551,220.1725851,220.3733159,,,,,0.3413128,None,0.15,,,,,220.0223551,,,,,,,,,,,,,,,,,,,left,1,0.3413128,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,48,0,6,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,6,0,48,3,,,,,220.387383,,,,,,,,,,,,,220.373477,220.387383,220.6210737,220.6330624,220.6391282,220.6391282,220.790312,222.0389633,,,,,None,1,0.2,,,,,220.6391282,221.8883278,221.8883278,222.0539283,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,49,1,6,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3319524,None,,,,,,,,,,,,,,,,,6,1,49,7,,,,,222.0539283,,,,,,,,,,,,,222.0391968,222.0539283,222.2876255,222.300684,222.3060681,222.3060681,222.4901165,222.640812,,,,,None,0,0.15,,,,,222.3060681,,,,,,,,,,,,,,,,,,,right,0,0.3319524,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,50,2,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3837945,None,,,,,,,,,,,,,,,,,6,2,50,0,,,,,222.6537882,,,,,,,,,,,,,222.641009,222.6537882,222.8875778,222.9003247,222.9054919,222.9054919,223.0555956,223.3063158,,,,,0.3837945,None,0.15,,,,,222.9054919,,,,,,,,,,,,,,,,,,,left,1,0.3837945,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,51,3,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4538109,None,,,,,,,,,,,,,,,,,6,3,51,4,,,,,223.3201739,,,,,,,,,,,,,223.3064836,223.3201739,223.5541906,223.566725,223.5718851,223.5718851,223.7221652,224.0395285,,,,,0.4538109,None,0.15,,,,,223.5718851,,,,,,,,,,,,,,,,,,,right,1,0.4538109,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,52,4,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4271693,None,,,,,,,,,,,,,,,,,6,4,52,2,,,,,224.0535948,,,,,,,,,,,,,224.0396769,224.0535948,224.287474,224.299166,224.3052779,224.3052779,224.45546,224.7392333,,,,,0.4271693,None,0.15,,,,,224.3052779,,,,,,,,,,,,,,,,,,,left,1,0.4271693,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,53,5,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3836698,None,,,,,,,,,,,,,,,,,6,5,53,5,,,,,224.7535318,,,,,,,,,,,,,224.739385,224.7535318,224.9873307,224.9994626,225.0052139,225.0052139,225.1552274,225.4059474,,,,,0.3836698,None,0.15,,,,,225.0052139,,,,,,,,,,,,,,,,,,,right,1,0.3836698,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,54,6,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3392632,None,,,,,,,,,,,,,,,,,6,6,54,1,,,,,225.4199044,,,,,,,,,,,,,225.4061529,225.4199044,225.6539186,225.665921,225.6718913,225.6718913,225.82188,226.0225739,,,,,0.3392632,None,0.15,,,,,225.6718913,,,,,,,,,,,,,,,,,,,left,1,0.3392632,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,55,7,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5678775,None,,,,,,,,,,,,,,,,,6,7,55,6,,,,,226.0365784,,,,,,,,,,,,,226.022797,226.0365784,226.2704233,226.2830736,226.2885908,226.2885908,226.438501,226.8724719,,,,,0.5678775,None,0.15,,,,,226.2885908,,,,,,,,,,,,,,,,,,,right,1,0.5678775,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,56,0,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3495028,None,,,,,,,,,,,,,,,,,7,0,56,0,,,,,226.886561,,,,,,,,,,,,,226.8726311,226.886561,227.1204773,227.1326904,227.1382627,227.1382627,227.2883575,227.4892446,,,,,0.3495028,None,0.15,,,,,227.1382627,,,,,,,,,,,,,,,,,,,left,1,0.3495028,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,57,1,7,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,7,1,57,7,,,,,227.5031913,,,,,,,,,,,,,227.489393,227.5031913,227.7370095,227.7495085,227.7549062,227.7549062,227.9061141,229.1547882,,,,,None,1,0.2,,,,,227.7549062,229.0041591,229.0041591,229.169438,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,58,2,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3511824,None,,,,,,,,,,,,,,,,,7,2,58,4,,,,,229.169438,,,,,,,,,,,,,229.1549656,229.169438,229.4036126,229.4155318,229.4212941,229.4212941,229.6047645,229.7887859,,,,,0.3511824,None,0.2,,,,,229.4212941,,,,,,,,,,,,,,,,,,,right,1,0.3511824,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,59,3,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3085126,None,,,,,,,,,,,,,,,,,7,3,59,1,,,,,229.8029715,,,,,,,,,,,,,229.7889258,229.8029715,230.0368447,230.0485114,230.0546169,230.0546169,230.2546048,230.3719537,,,,,0.3085126,None,0.2,,,,,230.0546169,,,,,,,,,,,,,,,,,,,left,1,0.3085126,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,60,4,7,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,7,4,60,3,,,,,230.3860473,,,,,,,,,,,,,230.3721478,230.3860473,230.6200573,230.6319867,230.6378949,230.6378949,230.8390261,232.0877079,,,,,None,1,0.25,,,,,230.6378949,231.8871648,231.8871648,232.1026661,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,61,5,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.448461,None,,,,,,,,,,,,,,,,,7,5,61,2,,,,,232.1026661,,,,,,,,,,,,,232.0879203,232.1026661,232.3365948,232.3498302,232.355194,232.355194,232.5876967,232.8050712,,,,,0.448461,None,0.25,,,,,232.355194,,,,,,,,,,,,,,,,,,,left,1,0.448461,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,62,6,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4590977,None,,,,,,,,,,,,,,,,,7,6,62,5,,,,,232.8191142,,,,,,,,,,,,,232.8052192,232.8191142,233.0530394,233.0652851,233.0706537,233.0706537,233.3208736,233.5383253,,,,,0.4590977,None,0.25,,,,,233.0706537,,,,,,,,,,,,,,,,,,,right,1,0.4590977,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,63,7,7,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.3119324,None,,,,,,,,,,,,,,,,,7,7,63,6,,,,,233.5523725,,,,,,,,,,,,,233.5384607,233.5523725,233.786247,233.7979573,233.8041459,233.8041459,234.0541953,234.1214109,,,,,None,None,0.25,,,,,233.8041459,,,,,,,,,,,,,,,,,,,left,0,0.3119324,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.1304896,234.1356755,234.1356755,241.9855303,space,7.837061,None,,,,,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,0,0,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3780346,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,242.0012978,,,,,,,,,,,,,241.9919074,242.0012978,242.235347,242.2491954,242.2544702,242.2544702,242.4863953,242.6372589,,,,,0.3780346,None,0.25,,,,,242.2544702,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3780346,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,1,1,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3813078,None,,,,,,,,,,,,,,,,,,,,,0,1,1,6,242.6512582,,,,,,,,,,,,,242.6373958,242.6512582,242.885126,242.896968,242.9029087,242.9029087,243.1530201,243.2869767,,,,,0.3813078,None,0.25,,,,,242.9029087,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3813078,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,2,2,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3470676,None,,,,,,,,,,,,,,,,,,,,,0,2,2,5,243.3011528,,,,,,,,,,,,,243.2871152,243.3011528,243.5349758,243.5474178,243.552819,243.552819,243.8029445,243.9035361,,,,,0.3470676,None,0.25,,,,,243.552819,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3470676,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,3,3,0,,,,images/go_left.png,images/stop_left.png,None,1,right,0,0.3212012,None,,,,,,,,,,,,,,,,,,,,,0,3,3,3,243.9176162,,,,,,,,,,,,,243.9036903,243.9176162,244.1516053,244.1659328,244.1711859,244.1711859,244.4204707,244.5046431,,,,,None,0,0.2,,,,,244.1711859,,,,,,,,,,,,,,,,,,,,,,,right,0,0.3212012,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,4,4,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4772007,None,,,,,,,,,,,,,,,,,,,,,0,4,4,2,244.5174336,,,,,,,,,,,,,244.5048379,244.5174336,244.751602,244.765296,244.7704885,244.7704885,244.969457,245.2533619,,,,,0.4772007,None,0.2,,,,,244.7704885,,,,,,,,,,,,,,,,,,,,,,,left,1,0.4772007,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,5,5,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4609156,None,,,,,,,,,,,,,,,,,,,,,0,5,5,4,245.2673838,,,,,,,,,,,,,245.2535059,245.2673838,245.5013904,245.5131731,245.5191229,245.5191229,245.7193139,245.9869135,,,,,0.4609156,None,0.2,,,,,245.5191229,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4609156,None,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
