text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,23,7,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.436268,None,,,,,,,,,,,,,,,,,2,7,23,6,,,,,192.8110229,,,,,,,,,,,,192.7972449,192.8110229,193.044793,193.0568729,193.0627603,193.0627603,193.1628742,193.5134209,,,,,0.436268,None,0.1,,,,,193.0627603,,,,,,,,,,,,,,,,,,,right,1,0.436268,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,24,0,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4116929,None,,,,,,,,,,,,,,,,,3,0,24,5,,,,,193.5275363,,,,,,,,,,,,193.513559,193.5275363,193.7613802,193.7734209,193.7793201,193.7793201,193.8791504,194.1967134,,,,,0.4116929,None,0.1,,,,,193.7793201,,,,,,,,,,,,,,,,,,,right,1,0.4116929,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,25,1,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.430871,None,,,,,,,,,,,,,,,,,3,1,25,1,,,,,194.2108381,,,,,,,,,,,,194.1968495,194.2108381,194.4447488,194.457043,194.4626016,194.4626016,194.5626718,194.8967506,,,,,0.430871,None,0.1,,,,,194.4626016,,,,,,,,,,,,,,,,,,,left,1,0.430871,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,26,2,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4419207,None,,,,,,,,,,,,,,,,,3,2,26,2,,,,,194.9106591,,,,,,,,,,,,194.8968896,194.9106591,195.1446219,195.1566662,195.1624862,195.1624862,195.2626716,195.6130954,,,,,0.4419207,None,0.1,,,,,195.1624862,,,,,,,,,,,,,,,,,,,left,1,0.4419207,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,27,3,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5810425,None,,,,,,,,,,,,,,,,,3,3,27,6,,,,,195.6272532,,,,,,,,,,,,195.6132466,195.6272532,195.8611431,195.8735592,195.8789206,195.8789206,195.9789134,196.4630868,,,,,0.5810425,None,0.1,,,,,195.8789206,,,,,,,,,,,,,,,,,,,right,1,0.5810425,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,28,4,3,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,3,4,28,3,,,,,196.4771943,,,,,,,,,,,,196.4632272,196.4771943,196.7110933,196.7234608,196.7286982,196.7286982,196.8300804,198.0785713,,,,,None,1,0.15,,,,,196.7286982,197.9780872,197.9780872,198.0937627,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,29,5,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4052529,None,,,,,,,,,,,,,,,,,3,5,29,4,,,,,198.0937627,,,,,,,,,,,,198.0787554,198.0937627,198.3274248,198.3398181,198.3453958,198.3453958,198.4787813,198.762825,,,,,0.4052529,None,0.15,,,,,198.3453958,,,,,,,,,,,,,,,,,,,right,1,0.4052529,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,30,6,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3765951,None,,,,,,,,,,,,,,,,,3,6,30,0,,,,,198.7768593,,,,,,,,,,,,198.7629778,198.7768593,199.0108452,199.0238234,199.0291704,199.0291704,199.1787169,199.4127362,,,,,0.3765951,None,0.15,,,,,199.0291704,,,,,,,,,,,,,,,,,,,left,1,0.3765951,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,31,7,3,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,3,7,31,7,,,,,199.4267353,,,,,,,,,,,,199.4129262,199.4267353,199.6607242,199.6739757,199.6791483,199.6791483,199.8298337,201.0782484,,,,,None,1,0.2,,,,,199.6791483,200.9278289,200.9278289,201.0934283,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,32,0,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4377301,None,,,,,,,,,,,,,,,,,4,0,32,0,,,,,201.0934283,,,,,,,,,,,,201.07848,201.0934283,201.3272182,201.3393565,201.3450198,201.3450198,201.5283149,201.7957503,,,,,0.4377301,None,0.2,,,,,201.3450198,,,,,,,,,,,,,,,,,,,left,1,0.4377301,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,33,1,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4062522,None,,,,,,,,,,,,,,,,,4,1,33,5,,,,,201.8098888,,,,,,,,,,,,201.7959126,201.8098888,202.0436616,202.0556203,202.0615188,202.0615188,202.2616236,202.4788006,,,,,0.4062522,None,0.2,,,,,202.0615188,,,,,,,,,,,,,,,,,,,right,1,0.4062522,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,34,2,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3535,None,,,,,,,,,,,,,,,,,4,2,34,2,,,,,202.493058,,,,,,,,,,,,202.4789406,202.493058,202.7268148,202.7389564,202.744965,202.744965,202.9449149,203.1121839,,,,,0.3535,None,0.2,,,,,202.744965,,,,,,,,,,,,,,,,,,,left,1,0.3535,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,35,3,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4821169,None,,,,,,,,,,,,,,,,,4,3,35,6,,,,,203.1263637,,,,,,,,,,,,203.1123327,203.1263637,203.3602158,203.3721692,203.3779856,203.3779856,203.5781837,203.8623862,,,,,0.4821169,None,0.2,,,,,203.3779856,,,,,,,,,,,,,,,,,,,right,1,0.4821169,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,36,4,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4039543,None,,,,,,,,,,,,,,,,,4,4,36,4,,,,,203.8763254,,,,,,,,,,,,203.8625482,203.8763254,204.110133,204.1224369,204.1277592,204.1277592,204.3281289,204.545284,,,,,0.4039543,None,0.2,,,,,204.1277592,,,,,,,,,,,,,,,,,,,right,1,0.4039543,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,37,5,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3560774,None,,,,,,,,,,,,,,,,,4,5,37,1,,,,,204.5594679,,,,,,,,,,,,204.5454316,204.5594679,204.7933288,204.805027,204.8111967,204.8111967,205.0112359,205.1787856,,,,,0.3560774,None,0.2,,,,,204.8111967,,,,,,,,,,,,,,,,,,,left,1,0.3560774,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,38,6,4,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.4135192,None,,,,,,,,,,,,,,,,,4,6,38,7,,,,,205.192845,,,,,,,,,,,,205.1789812,205.192845,205.4263701,205.4383762,205.4446557,205.4446557,205.6457986,205.8632123,,,,,None,0,0.15,,,,,205.4446557,,,,,,,,,,,,,,,,,,,right,0,0.4135192,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,39,7,4,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4075384,None,,,,,,,,,,,,,,,,,4,7,39,3,,,,,205.876128,,,,,,,,,,,,205.8634349,205.876128,206.1100935,206.122406,206.1276185,206.1276185,206.2789471,206.5463903,,,,,None,0,0.1,,,,,206.1276185,,,,,,,,,,,,,,,,,,,left,0,0.4075384,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,40,0,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5253468,None,,,,,,,,,,,,,,,,,5,0,40,5,,,,,206.5592937,,,,,,,,,,,,206.5466245,206.5592937,206.7931533,206.8054688,206.8110247,206.8110247,206.9110368,207.3452947,,,,,0.5253468,None,0.1,,,,,206.8110247,,,,,,,,,,,,,,,,,,,right,1,0.5253468,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,41,1,5,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,5,1,41,7,,,,,207.3592487,,,,,,,,,,,,207.34544,207.3592487,207.5929352,207.6048033,207.6108365,207.6108365,207.7119584,208.9607318,,,,,None,1,0.15,,,,,207.6108365,208.8602572,208.8602572,208.9756438,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,42,2,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.428625,None,,,,,,,,,,,,,,,,,5,2,42,6,,,,,208.9756438,,,,,,,,,,,,208.9609456,208.9756438,209.2094127,209.2218815,209.2271322,209.2271322,209.3607136,209.6613971,,,,,0.428625,None,0.15,,,,,209.2271322,,,,,,,,,,,,,,,,,,,right,1,0.428625,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,43,3,5,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.2701255,None,,,,,,,,,,,,,,,,,5,3,43,3,,,,,209.6755028,,,,,,,,,,,,209.6615475,209.6755028,209.9093738,209.9216178,209.9270315,209.9270315,210.0783858,210.2124643,,,,,None,0,0.1,,,,,209.9270315,,,,,,,,,,,,,,,,,,,left,0,0.2701255,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,44,4,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4157699,None,,,,,,,,,,,,,,,,,5,4,44,2,,,,,210.225424,,,,,,,,,,,,210.2126657,210.225424,210.459441,210.472675,210.4779023,210.4779023,210.577308,210.8947639,,,,,0.4157699,None,0.1,,,,,210.4779023,,,,,,,,,,,,,,,,,,,left,1,0.4157699,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,45,5,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3751703,None,,,,,,,,,,,,,,,,,5,5,45,4,,,,,210.9086812,,,,,,,,,,,,210.8949771,210.9086812,211.1425639,211.1547819,211.1604625,211.1604625,211.2605891,211.544418,,,,,0.3751703,None,0.1,,,,,211.1604625,,,,,,,,,,,,,,,,,,,right,1,0.3751703,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,46,6,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3300098,None,,,,,,,,,,,,,,,,,5,6,46,1,,,,,211.5587042,,,,,,,,,,,,211.5445667,211.5587042,211.7923568,211.8048301,211.8103721,211.8103721,211.9104688,212.1444373,,,,,0.3300098,None,0.1,,,,,211.8103721,,,,,,,,,,,,,,,,,,,left,1,0.3300098,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,47,7,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3722023,None,,,,,,,,,,,,,,,,,5,7,47,0,,,,,212.1585954,,,,,,,,,,,,212.1445989,212.1585954,212.3923479,212.4043446,212.4102742,212.4102742,212.51032,212.7944476,,,,,0.3722023,None,0.1,,,,,212.4102742,,,,,,,,,,,,,,,,,,,left,1,0.3722023,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,48,0,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3343536,None,,,,,,,,,,,,,,,,,6,0,48,2,,,,,212.8084177,,,,,,,,,,,,212.7946028,212.8084177,213.0424084,213.0549294,213.0602183,213.0602183,213.1602837,213.4108339,,,,,0.3343536,None,0.1,,,,,213.0602183,,,,,,,,,,,,,,,,,,,left,1,0.3343536,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,49,1,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3483499,None,,,,,,,,,,,,,,,,,6,1,49,1,,,,,213.425021,,,,,,,,,,,,213.4109734,213.425021,213.6589506,213.6711513,213.6766222,213.6766222,213.7766663,214.0273615,,,,,0.3483499,None,0.1,,,,,213.6766222,,,,,,,,,,,,,,,,,,,left,1,0.3483499,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,50,2,6,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,6,2,50,7,,,,,214.0417067,,,,,,,,,,,,214.0275355,214.0417067,214.2754083,214.287478,214.2933222,214.2933222,214.3946232,215.6434337,,,,,None,1,0.15,,,,,214.2933222,215.542635,215.542635,215.6582193,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,51,3,6,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,6,3,51,3,,,,,215.6582193,,,,,,,,,,,,215.6437851,215.6582193,215.8919891,215.9035779,215.9099469,215.9099469,216.0610701,217.3098967,,,,,None,1,0.2,,,,,215.9099469,217.1591019,217.1591019,217.3245121,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,52,4,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3883353,None,,,,,,,,,,,,,,,,,6,4,52,5,,,,,217.3245121,,,,,,,,,,,,217.3101126,217.3245121,217.5584005,217.5732922,217.5789986,217.5789986,217.7597906,217.9767149,,,,,0.3883353,None,0.2,,,,,217.5789986,,,,,,,,,,,,,,,,,,,right,1,0.3883353,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,53,5,6,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.2354413,None,,,,,,,,,,,,,,,,,6,5,53,4,,,,,217.9911115,,,,,,,,,,,,217.9768567,217.9911115,218.2249469,218.2378529,218.2431892,218.2431892,218.4430081,218.4937702,,,,,None,None,0.2,,,,,218.2431892,,,,,,,,,,,,,,,,,,,left,0,0.2354413,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,54,6,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4345441,None,,,,,,,,,,,,,,,,,6,6,54,6,,,,,218.5078735,,,,,,,,,,,,218.4939126,218.5078735,218.7415018,218.7553698,218.7606369,218.7606369,218.9594788,219.2102458,,,,,0.4345441,None,0.2,,,,,218.7606369,,,,,,,,,,,,,,,,,,,right,1,0.4345441,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,55,7,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3307229,None,,,,,,,,,,,,,,,,,6,7,55,0,,,,,219.2242231,,,,,,,,,,,,219.2103817,219.2242231,219.4580625,219.4703826,219.4758121,219.4758121,219.6762058,219.8101958,,,,,0.3307229,None,0.2,,,,,219.4758121,,,,,,,,,,,,,,,,,,,left,1,0.3307229,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,56,0,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.311801,None,,,,,,,,,,,,,,,,,7,0,56,2,,,,,219.8241334,,,,,,,,,,,,219.8103622,219.8241334,220.0578914,220.0698496,220.0758144,220.0758144,220.275858,220.3932612,,,,,0.311801,None,0.2,,,,,220.0758144,,,,,,,,,,,,,,,,,,,left,1,0.311801,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,57,1,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.2944262,None,,,,,,,,,,,,,,,,,7,1,57,6,,,,,220.4074526,,,,,,,,,,,,220.3934039,220.4074526,220.6413334,220.6537611,220.659361,220.659361,220.8592369,220.9599978,,,,,0.2944262,None,0.2,,,,,220.659361,,,,,,,,,,,,,,,,,,,right,1,0.2944262,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,58,2,7,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.2887503,None,,,,,,,,,,,,,,,,,7,2,58,4,,,,,220.9740832,,,,,,,,,,,,220.9601343,220.9740832,221.2078921,221.2198075,221.2257691,221.2257691,221.4259034,221.5264658,,,,,None,None,0.2,,,,,221.2257691,,,,,,,,,,,,,,,,,,,left,0,0.2887503,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,59,3,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3977519,None,,,,,,,,,,,,,,,,,7,3,59,5,,,,,221.5407265,,,,,,,,,,,,221.5266078,221.5407265,221.7745205,221.7873428,221.7927915,221.7927915,221.9924474,222.1931886,,,,,0.3977519,None,0.2,,,,,221.7927915,,,,,,,,,,,,,,,,,,,right,1,0.3977519,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,60,4,7,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.5078064,None,,,,,,,,,,,,,,,,,7,4,60,3,,,,,222.207294,,,,,,,,,,,,222.1933516,222.207294,222.441105,222.45322,222.459035,222.459035,222.6601937,222.9774443,,,,,None,0,0.15,,,,,222.459035,,,,,,,,,,,,,,,,,,,left,0,0.5078064,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,61,5,7,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3467482,None,,,,,,,,,,,,,,,,,7,5,61,7,,,,,222.9905622,,,,,,,,,,,,222.9776834,222.9905622,223.2243703,223.2366796,223.2422306,223.2422306,223.3934053,223.5943066,,,,,None,0,0.1,,,,,223.2422306,,,,,,,,,,,,,,,,,,,right,0,0.3467482,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,62,6,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3556071,None,,,,,,,,,,,,,,,,,7,6,62,1,,,,,223.6071361,,,,,,,,,,,,223.594539,223.6071361,223.8408305,223.8525121,223.8588998,223.8588998,223.9589034,224.2261605,,,,,0.3556071,None,0.1,,,,,223.8588998,,,,,,,,,,,,,,,,,,,left,1,0.3556071,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,63,7,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3935319,None,,,,,,,,,,,,,,,,,7,7,63,0,,,,,224.2403278,,,,,,,,,,,,224.2263261,224.2403278,224.4740973,224.4876439,224.4929913,224.4929913,224.5921648,224.8928338,,,,,0.3935319,None,0.1,,,,,224.4929913,,,,,,,,,,,,,,,,,,,left,1,0.3935319,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.901604,224.9066975,224.9066975,226.790679,space,1.8801656,None,,,,,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,0,0,0,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,226.8067696,,,,,,,,,,,,226.7956683,226.8067696,227.0405237,227.053012,227.0583642,227.0583642,227.1429831,228.3917706,,,,,None,1,0.15,,,,,227.0583642,228.307694,228.307694,228.4064444,,,,,,,,,,,,,,,,,,,,None,1,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,1,1,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3401973,None,,,,,,,,,,,,,,,,,,,,,0,1,1,6,228.4064444,,,,,,,,,,,,228.3919627,228.4064444,228.6402776,228.6537503,228.6589843,228.6589843,228.7915951,229.0090527,,,,,0.3401973,None,0.15,,,,,228.6589843,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3401973,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,2,2,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3602751,None,,,,,,,,,,,,,,,,,,,,,0,2,2,1,229.0229885,,,,,,,,,,,,229.0092602,229.0229885,229.2569409,229.2693747,229.274665,229.274665,229.4247228,229.6423113,,,,,0.3602751,None,0.15,,,,,229.274665,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3602751,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,3,3,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3442268,None,,,,,,,,,,,,,,,,,,,,,0,3,3,0,229.656435,,,,,,,,,,,,229.6424907,229.656435,229.8900509,229.9022712,229.9080558,229.9080558,230.058144,230.2590452,,,,,0.3442268,None,0.15,,,,,229.9080558,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3442268,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,4,4,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4080031,None,,,,,,,,,,,,,,,,,,,,,0,4,4,5,230.2727902,,,,,,,,,,,,230.259193,230.2727902,230.5066695,230.5188467,230.5245426,230.5245426,230.6746481,230.9419356,,,,,0.4080031,None,0.15,,,,,230.5245426,,,,,,,,,,,,,,,,,,,,,,,right,1,0.4080031,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,5,5,0,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3002322,None,,,,,,,,,,,,,,,,,,,,,0,5,5,3,230.9562256,,,,,,,,,,,,230.9420726,230.9562256,231.1901096,231.2027003,231.2082662,231.2082662,231.3590049,231.5098526,,,,,None,0,0.1,,,,,231.2082662,,,,,,,,,,,,,,,,,,,,,,,left,0,0.3002322,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,6,6,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3912223,None,,,,,,,,,,,,,,,,,,,,,0,6,6,4,231.5226114,,,,,,,,,,,,231.510035,231.5226114,231.7565817,231.7692922,231.7745223,231.7745223,231.8745505,232.1751405,,,,,0.3912223,None,0.1,,,,,231.7745223,,,,,,,,,,,,,,,,,,,,,,,right,1,0.3912223,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,7,7,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3513946,None,,,,,,,,,,,,,,,,,,,,,0,7,7,2,232.1894835,,,,,,,,,,,,232.175277,232.1894835,232.4234139,232.4354282,232.4410481,232.4410481,232.5410971,232.808439,,,,,0.3513946,None,0.1,,,,,232.4410481,,,,,,,,,,,,,,,,,,,,,,,left,1,0.3513946,None,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
